2026-02-21 19:19:41,001 - __main__ - INFO - 🚀 ربات راوی در حال اجرا...
2026-02-21 19:20:37,837 - __main__ - INFO - 🚀 ربات راوی در حال اجرا...
2026-02-21 19:20:37,838 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:20:37,841 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:20:37,841 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:20:37,842 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:20:37,847 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:20:37,848 - jobs.scheduler - INFO - ✅ همه جاب‌ها ثبت شدند
2026-02-21 19:22:22,501 - __main__ - INFO - 🚀 ربات راوی در حال اجرا...
2026-02-21 19:22:22,503 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:22:22,505 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:22:22,506 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:22:22,506 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:22:22,506 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:22:22,507 - jobs.scheduler - INFO - ✅ همه جاب‌ها ثبت شدند
2026-02-21 19:22:24,422 - httpx - INFO - HTTP Request: POST https://api.telegram.org/botyour-telegram-bot-token-here/getMe "HTTP/1.1 404 Not Found"
2026-02-21 19:25:44,344 - __main__ - INFO - 🚀 ربات راوی در حال اجرا...
2026-02-21 19:25:44,345 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:25:44,348 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:25:44,348 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:25:44,349 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:25:44,349 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:25:44,349 - jobs.scheduler - INFO - ✅ همه جاب‌ها ثبت شدند
2026-02-21 19:25:45,988 - httpx - INFO - HTTP Request: POST https://api.telegram.org/botyour-telegram-bot-token-here/getMe "HTTP/1.1 404 Not Found"
2026-02-21 19:26:52,582 - __main__ - INFO - 🚀 ربات راوی در حال اجرا...
2026-02-21 19:26:52,585 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-02-21 19:26:52,590 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
